song,artist1,artist2,song_netease,artist_netease,mood_netease,spotify-id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_origin_1,artist_origin_2,artist_type_1,artist_type_2,artist_era_1,genre_1,genre_2,genre_3,mood_1,mood_2,tempo_1,tempo_2,tempo_3
一辈子失去了你,张国荣,Leslie Cheung,,,,0aw2Tjsn0w1vDHfZNywkiU,0.236,0.2,7,-16.614,1,0.0347,0.769,0.00111,0.112,0.124,142.766,261507,4,b'Asia',b'China',b'Male',b'Male',b'1980s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Sentimental',b'Tender / Sincere',b'Slow Tempo',b'Very Slow',b'30s'
Twist & Shout,张国荣,Leslie Cheung,Twist & Shout,张国荣,怀旧,6d3plIg5jZKm93ndgPQYyv,0.542,0.861,1,-1.777,1,0.0324,0.38,0,0.0851,0.779,122.274,160190,4,b'Asia',b'China',b'Male',b'Male',b'1980s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Romantic',b'Heartfelt Passion',b'Medium Tempo',b'Medium Slow',b'60s'
Love Like Magic,张国荣,Leslie Cheung,Love Like Magic,张国荣,怀旧,7opXvXrY1lLMKFbabgIOV4,0.653,0.654,11,-5.248,1,0.0262,0.499,0,0.211,0.507,107.866,259745,4,b'Asia',b'China',b'Male',b'Male',b'1980s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Romantic',b'Heartfelt Passion',b'Medium Tempo',b'Medium Slow',b'50s'
左右手,张国荣,Leslie Cheung,左右手,张国荣,怀旧/感动,1Hm54gFYKaobAgmylXCAs8,0.449,0.426,5,-9.709,1,0.0318,0.73,0.00021,0.103,0.254,131.734,258200,4,b'Asia',b'China',b'Male',b'Male',b'1980s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Slow',b'40s'
小明星,张国荣,Leslie Cheung,小明星,张国荣,怀旧,0wq5nApNqpzkEfJ7efjoUT,0.452,0.327,9,-9.826,1,0.0328,0.788,0.00175,0.155,0.391,76.311,191373,4,b'Asia',b'China',b'Male',b'Male',b'1980s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Sentimental',b'Tender / Sincere',b'Slow Tempo',b'Very Slow',b'30s'
大热,张国荣,Leslie Cheung,大热,张国荣,怀旧,17wkJ9MME1dNxXQir0jIj5,0.524,0.931,0,-4.694,0,0.0696,0.368,0,0.123,0.794,160.093,215187,4,b'Asia',b'China',b'Male',b'Male',b'1980s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Yearning',b'Sensitive / Exploring',b'Medium Tempo',b'Medium',b'80s'
Wo,张国荣,Leslie Cheung,我,张国荣,怀旧/伤感/治愈,5TgD1mTxzg2Fc3cbSh7KMP,0.32,0.216,11,-11.646,1,0.0397,0.894,0.000298,0.0796,0.254,178.663,219973,4,b'Asia',b'China',b'Male',b'Male',b'1980s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Sentimental',b'Tender / Sincere',b'Slow Tempo',b'Slow',b'40s'
幽兰操,王菲,Faye Wong,,,,3Z0jWMrFvXw9BN9sqVBBWb,0.597,0.236,9,-17.339,1,0.0299,0.448,0.00167,0.0771,0.124,111.966,274662,4,b'Asia',b'China',b'Female',b'Female',b'1990s',b'Pop',b'Chinese Pop',b'General Chinese Pop',,,,,
娱乐天空,陈奕迅,Eason Chan,,,,1VLZs2A4GUrd8jCZJRiTzb,0.676,0.767,10,-8.416,1,0.0534,0.129,5.14e-05,0.112,0.244,125,365253,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Yearning',b'Sensitive / Exploring',b'Medium Tempo',b'Medium Slow',b'60s'
幸灾乐祸,陈奕迅,Eason Chan,,,,3CBCHB1evUYIIEEthMQBfN,0.472,0.357,1,-14.872,1,0.402,0.8,0,0.846,0.352,113.931,141893,3,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Excited',b'Happy Excitement',b'Medium Tempo',b'Medium Fast',b'100s'
Katrina,陈奕迅,Eason Chan,,,,48L6VGaAgc5Oodapxj3aAY,0.577,0.743,11,-6.305,0,0.0456,0.55,0,0.477,0.424,132.026,207307,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Strong / Stable',b'Medium Tempo',b'Medium',b'60s'
十面埋伏,陈奕迅,Eason Chan,十面埋伏(Live),陈奕迅,伤感,6qLCfws5ew6lTU3FBdC7qY,0.584,0.714,9,-7.567,1,0.0302,0.408,0.00126,0.432,0.702,90,220893,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Strong / Stable',b'Medium Tempo',b'Medium',b'60s'
忘记歌词,陈奕迅,Eason Chan,忘记歌词,陈奕迅,安静,20QbDHFCdhdFOmaYZOP0Od,0.681,0.525,7,-10.436,0,0.0663,0.631,0,0.742,0.503,105.756,185747,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Idealistic / Stirring',b'Medium Tempo',b'Medium',b'80s'
岁月如歌,陈奕迅,Eason Chan,,,,5m9WrkGmC143IAcV37I3hQ,0.502,0.465,0,-8.792,1,0.0323,0.797,0,0.614,0.282,113.708,278080,3,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium',b'70s'
兄妹,陈奕迅,Eason Chan,,,,7p7p8AifZ0dxU2shiq9Zd9,0.557,0.432,3,-7.072,1,0.027,0.81,0,0.105,0.418,140.006,210141,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium',b'70s'
十年,陈奕迅,Eason Chan,十年,李宇春/梁朝伟,怀旧/治愈,25pWemriUQVrZ3yIiS2IBf,0.6,0.468,8,-9.126,1,0.0335,0.865,3.13e-06,0.104,0.203,123.987,205424,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Sophisticated',b'Smoky / Romantic',b'Medium Tempo',b'Medium Slow',b'60s'
明年今日,陈奕迅,Eason Chan,明年今日 - 2007 Live,陈奕迅,怀旧/思念,4UD5xrQI4nKftCje1y5Te9,0.67,0.397,8,-10.87,1,0.0417,0.71,0,0.11,0.214,123.969,206117,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Sophisticated',b'Smoky / Romantic',b'Medium Tempo',b'Medium Slow',b'60s'
人来人往,陈奕迅,Eason Chan,人来人往(Live),陈奕迅,伤感/孤独/思念,1SjCVgrZqywAgwe0U8pGJk,0.542,0.26,7,-12.104,1,0.0347,0.759,3.98e-05,0.27,0.27,74.842,234770,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Gritty',b'Sober / Determined',b'Medium Tempo',b'Medium',b'70s'
防不胜防,陈奕迅,Eason Chan,防不胜防,陈奕迅,清新,42lLFHoEGXGN10siseY4P0,0.441,0.488,5,-8.039,1,0.0277,0.619,0,0.0947,0.253,145.808,265018,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Very Slow',b'30s'
谢谢侬,陈奕迅,Eason Chan,,,,0HN7JimTgtlo9WiAfgCy54,0.732,0.782,6,-5.809,0,0.0681,0.195,0,0.598,0.95,92.001,262312,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Rowdy',b'Driving Dark Groove',b'Medium Tempo',b'Medium Fast',b'90s'
大开眼界,陈奕迅,Eason Chan,大开眼戒,,怀旧/思念,6Xs2DFwpoPG5Amy6kG6ZBS,0.483,0.462,4,-7.247,1,0.0273,0.264,0,0.117,0.263,115.326,250934,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium Slow',b'50s'
不如这样,陈奕迅,Eason Chan,不如这样,陈奕迅,安静/感动,3cDfeesYrQ1ikZDOowEItA,0.501,0.557,6,-8.131,1,0.0304,0.214,0,0.275,0.229,136.082,279864,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Strong / Stable',b'Medium Tempo',b'Medium',b'60s'
爱是怀疑,陈奕迅,Eason Chan,,,,1xJEOPyjJhDaGARGY7XiGQ,0.765,0.747,4,-6.497,0,0.0779,0.183,0,0.119,0.517,110.491,273893,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Defiant',b'Attitude / Defiant',b'Medium Tempo',b'Medium',b'70s'
Shall We Dance,陈奕迅,Eason Chan,,,,56rqNFHOYNXxqktJlcT05v,0.452,0.533,10,-9.336,1,0.137,0.559,0,0.105,0.446,157.962,204730,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Sophisticated',b'Suave / Sultry',b'Slow Tempo',b'Slow',b'40s'
Shall We Talk,陈奕迅,Eason Chan,Shall We Talk,陈奕迅,清新,3ZxhAXfP2hP1z5eppR8RuS,0.329,0.309,0,-10.255,1,0.0355,0.816,0,0.141,0.496,172.599,227208,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Sentimental',b'Tender / Sincere',b'Slow Tempo',b'Slow',b'40s'
太空漫游,陈奕迅,Eason Chan,,,,33esh5DZwHkxS147W7hTNX,0.643,0.861,10,-7.622,0,0.0364,0.00313,0.000199,0.261,0.439,130.978,238239,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Fiery',b'Fiery Groove',b'Fast Tempo',b'Fast',b'130s'
单车,陈奕迅,Eason Chan,单车(Live) - live,陈奕迅,伤感,2AllsVsmrJkEwXPXwDBCQu,0.635,0.35,7,-10.591,1,0.0284,0.754,0,0.0743,0.307,130.067,211251,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Gritty',b'Sober / Determined',b'Medium Tempo',b'Medium',b'60s'
天使的礼物,陈奕迅,Eason Chan,天使的礼物,陈奕迅,怀旧,2SZxLBESHq05BTeXNj10V9,0.216,0.6,10,-9.978,1,0.0527,0.613,6.75e-05,0.38,0.529,71.925,202926,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Romantic',b'Heartfelt Passion',b'Medium Tempo',b'Medium Slow',b'50s'
K歌之王,陈奕迅,Eason Chan,K歌之王,陈奕迅,伤感/怀旧,4QkfX9IvweUUIDY9pRACPp,0.346,0.349,2,-9.428,1,0.0355,0.754,1.46e-06,0.381,0.271,78.634,222351,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Very Slow',b'30s'
打得火热,陈奕迅,Eason Chan,,,,09Dq8rEWn75pYIKfgvhheh,0.611,0.989,7,-4.549,1,0.0675,0.0367,0,0.466,0.734,80.024,194115,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Rowdy',b'Driving Dark Groove',b'Medium Tempo',b'Medium',b'80s'
不得了,王菲,Faye Wong,不得了,王菲,安静,6ri0zrrBN8t170qgSIGz5E,0.771,0.358,2,-13.22,1,0.0372,0.524,1.92e-05,0.0777,0.453,114.986,232973,4,b'Asia',b'China',b'Female',b'Female',b'1990s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Sensual',b'Sensual Groove',b'Medium Tempo',b'Medium',b'70s'
假爱之名,王菲,Faye Wong,假爱之名,王菲,怀旧/性感,5bRR2k3S8Wuuz7gExfeojR,0.6,0.689,10,-9.184,0,0.0352,0.00177,0.000583,0.12,0.16,123.008,248667,4,b'Asia',b'China',b'Female',b'Female',b'1990s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Brooding',b'Alienated / Brooding',b'Medium Tempo',b'Medium Fast',b'120s'
花事了,王菲,Faye Wong,花事了,王菲,安静/怀旧/治愈,75iuvPXPaxKPkYZFNtMSpo,0.589,0.481,8,-14.502,0,0.0377,0.199,0.717,0.115,0.849,79.993,278387,4,b'Asia',b'China',b'Female',b'Female',b'1990s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Sensual',b'Soft Soulful',b'Slow Tempo',b'Slow',b'40s'
光之翼,王菲,Faye Wong,,,,30hqBP0c0kjMDLP3uiv2kc,0.623,0.638,4,-5.868,0,0.062,0.364,0,0.105,0.538,124.001,201027,4,b'Asia',b'China',b'Female',b'Female',b'1990s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Rowdy',b'Wild / Rowdy',b'Medium Tempo',b'Medium Fast',b'120s'
等等,王菲,Faye Wong,,,,6UBc77InOVS3hXeSbIka3J,0.715,0.153,5,-16.216,1,0.045,0.951,1.65e-06,0.12,0.499,122.022,207973,4,b'Asia',b'China',b'Female',b'Female',b'1990s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Sentimental',b'Tender / Sincere',b'Slow Tempo',b'Very Slow',b'30s'
有时爱情徒有虚名,王菲,Faye Wong,有时爱情徒有虚名,王菲,清新,2xmixVi7F0SxYDStPEmVe1,0.617,0.611,5,-7.84,0,0.0383,0.609,5.11e-06,0.129,0.583,124.088,243093,4,b'Asia',b'China',b'Female',b'Female',b'1990s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Sophisticated',b'Smoky / Romantic',b'Medium Tempo',b'Medium Slow',b'60s'
夜会,王菲,Faye Wong,,,,7o4HcJ57XGiJHP63lagmgG,0.405,0.444,10,-10.964,0,0.0491,0.883,0.0167,0.0998,0.491,74.78,257067,4,b'Asia',b'China',b'Female',b'Female',b'1990s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Sensual',b'Dreamy Pulse',b'Medium Tempo',b'Medium',b'70s'
流浪的红舞鞋,王菲,Faye Wong,流浪的红舞鞋,王菲,孤独/治愈,4B3E8qC62yCb1dWaEkTxPO,0.308,0.529,9,-7.793,0,0.0439,0.341,7.79e-06,0.193,0.245,175.401,256000,3,b'Asia',b'China',b'Female',b'Female',b'1990s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Sophisticated',b'Smoky / Romantic',b'Medium Tempo',b'Medium Slow',b'50s'
两个人的圣经,王菲,Faye Wong,,,,3R4EIcdZXdzXBW27WY5ID2,0.591,0.998,11,-5.42,0,0.0624,0.00349,0.00133,0.62,0.696,134.992,263573,4,b'Asia',b'China',b'Female',b'Female',b'1990s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Energizing',b'Arousing Groove',b'Fast Tempo',b'Fast',b'130s'
单行道,王菲,Faye Wong,,,,51tDMTDY86hmgtfcIAUJVu,0.525,0.645,5,-7.255,1,0.0318,0.135,2.93e-06,0.0877,0.643,146.136,323027,4,b'Asia',b'China',b'Female',b'Female',b'1990s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Brooding',b'Dreamy Brooding',b'Medium Tempo',b'Medium',b'70s'
流浪的红舞鞋 - 钢琴版,王菲,Faye Wong,,,,70BPLLREX3l8OkT199hNtj,0.363,0.198,9,-13.523,0,0.0391,0.963,0.00144,0.158,0.304,175.714,205147,3,b'Asia',b'China',b'Female',b'Female',b'1990s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Melancholy',b'Wistful / Forlorn',b'Slow Tempo',b'Slow',b'40s'
色盲,王菲,Faye Wong,色盲,王菲,怀旧/性感,7p5gsesS2gV483UntiM54U,0.554,0.543,11,-8.934,0,0.0441,0.655,0,0.274,0.394,140.003,196893,4,b'Asia',b'China',b'Female',b'Female',b'1990s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Sophisticated',b'Smoky / Romantic',b'Medium Tempo',b'Medium',b'70s'
不眠飞行,王菲,Faye Wong,不眠飞行,王菲,怀旧,2Rl83MhbfDN4fx865jI4Ch,0.771,0.772,4,-8.949,1,0.0481,0.309,0,0.244,0.881,111.993,191000,4,b'Asia',b'China',b'Female',b'Female',b'1990s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Yearning',b'Energetic Yearning',b'Medium Tempo',b'Medium Fast',b'110s'
心路,王菲,Faye Wong,心路,王菲,怀旧/性感,0G8p9074m94DTZ885VlgZS,0.644,0.573,8,-7.816,1,0.0345,0.535,0.000102,0.125,0.591,124.041,242040,4,b'Asia',b'China',b'Female',b'Female',b'1990s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Sophisticated',b'Smoky / Romantic',b'Medium Tempo',b'Medium Slow',b'60s'
女皇的新衣,王菲,Faye Wong,女皇的新衣,王菲,兴奋/怀旧/性感,1xrzF8ekcsitrbR88wh82R,0.672,0.671,10,-6.801,1,0.0574,0.503,0,0.0861,0.909,120.013,186573,4,b'Asia',b'China',b'Female',b'Female',b'1990s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Sensual',b'Soft Soulful',b'Medium Tempo',b'Medium',b'80s'
寒武纪,王菲,Faye Wong,寒武纪,王菲,浪漫,68OQnLKLREv5SOnVjqRe3T,0.392,0.631,0,-7.751,1,0.034,0.627,0.146,0.375,0.0921,123.987,316200,4,b'Asia',b'China',b'Female',b'Female',b'1990s',b'Pop',b'Chinese Pop',b'General Chinese Pop',,,,,
新房客,王菲,Faye Wong,新房客,王菲,孤独,0Vsp9vORR99kL62MfeBHFA,0.605,0.657,4,-8.05,0,0.0352,0.108,0.447,0.124,0.512,112,312333,4,b'Asia',b'China',b'Female',b'Female',b'1990s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Sensual',b'Dreamy Pulse',b'Medium Tempo',b'Medium Slow',b'50s'
阿修罗,王菲,Faye Wong,,,,2VMpXrCY96bCCBegu4t9L4,0.303,0.36,3,-12.206,1,0.0288,0.0752,0.0573,0.146,0.0634,143.744,297840,4,b'Asia',b'China',b'Female',b'Female',b'1990s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Brooding',b'Dreamy Brooding',b'Medium Tempo',b'Medium',b'70s'
如果你是假的,王菲,Faye Wong,,,,33GH3QCldG1tW043yNwC8A,0.467,0.698,1,-6.97,1,0.0711,0.273,5.68e-06,0.138,0.762,166.376,237800,4,b'Asia',b'China',b'Female',b'Female',b'1990s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Slow',b'40s'
不爱我的我不爱,王菲,Faye Wong,,,,7zOGVW2l4gzAh63DvHI6pE,0.465,0.393,7,-8.648,1,0.0285,0.221,0.000685,0.099,0.0733,84.926,260707,4,b'Asia',b'China',b'Female',b'Female',b'1990s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Romantic',b'Dramatic / Romantic',b'Slow Tempo',b'Very Slow',b'30s'
再见萤火虫,王菲,Faye Wong,再见萤火虫,王菲,兴奋/孤独,0k3BU0E93PD2A8AAc7ATKD,0.459,0.89,1,-4.882,0,0.0508,0.0198,1.14e-06,0.252,0.197,93.961,308200,4,b'Asia',b'China',b'Female',b'Female',b'1990s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Urgent',b'Dark Pop Intensity',b'Medium Tempo',b'Medium Fast',b'90s'
四季圈,陈奕迅,Eason Chan,四季圈,陈奕迅,伤感/感动,3Cq7wxt55PwaMcX5wkBJAk,0.448,0.329,7,-12.323,1,0.0245,0.322,0.00717,0.0701,0.241,79.896,320613,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',,,,,
愚人快乐,陈奕迅,Eason Chan,愚人快乐,陈奕迅,兴奋/治愈,5ZUQlcP7sSwAeMXo1fNRjy,0.607,0.511,4,-11.391,1,0.0406,0.392,0.00239,0.0916,0.662,104.927,254120,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',,,,,
不如承诺来的简单,陈奕迅,Eason Chan,不如承诺来的简单,陈奕迅,伤感,1Z2WTT8ZKwHoFBfN3FhNqc,0.535,0.669,9,-8.758,0,0.0462,0.0429,0.00269,0.0822,0.0665,75.944,313867,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',,,,,
对面,陈奕迅,Eason Chan,对面,陈奕迅,怀旧/治愈,2QEC4fpsq6FiFlJvyhu5ST,0.527,0.497,11,-11.593,0,0.051,0.123,0.0057,0.12,0.294,140.035,289147,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',,,,,
放弃治疗,陈奕迅,Eason Chan,,,,3A7T1q2qLfpLNzEz8es43P,0.56,0.709,6,-7.736,0,0.032,0.295,0,0.19,0.641,129.956,256107,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',,,,,
时光隧道,陈奕迅,Eason Chan,时光隧道,陈奕迅,伤感,0BrJLNMjEeqvmu7Rq0iCrh,0.468,0.511,9,-9.285,0,0.0301,0.58,1.06e-06,0.0901,0.238,145.034,259200,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',,,,,
可以了,陈奕迅,Eason Chan,可以了,陈奕迅,伤感/孤独/治愈,4nBzR26lD5p0VXyElcjSVW,0.57,0.542,2,-7.652,0,0.0295,0.484,0,0.382,0.268,127.977,291960,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',,,,,
阴天快乐,陈奕迅,Eason Chan,阴天快乐,陈奕迅,伤感/思念,1WnTw4Tzpc5q9dHMjs4aHu,0.549,0.64,6,-7.483,1,0.0304,0.323,0,0.0837,0.423,130.034,261480,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',,,,,
你给我听好,陈奕迅,Eason Chan,你给我听好,陈奕迅,伤感/治愈,1hzG75FpGksAvkeSg6SDj6,0.428,0.356,7,-11.524,1,0.0362,0.891,0,0.115,0.431,96.798,288400,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',,,,,
告别娑婆,陈奕迅,Eason Chan,告别娑婆,,兴奋,4UHHIpTL45mY55Ah7tuyc3,0.238,0.406,6,-9.09,0,0.0361,0.664,0,0.355,0.229,77.424,260787,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Brooding',b'Evocative / Intriguing',b'Medium Tempo',b'Medium',b'80s'
斯德哥尔摩情人,陈奕迅,Eason Chan,斯德哥尔摩情人,陈奕迅,怀旧/感动,2vAJ80pBNiBP92GGeD57fV,0.604,0.848,9,-6.731,0,0.0423,0.505,0,0.196,0.355,143.995,252840,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Gritty',b'Strumming Yearning',b'Medium Tempo',b'Medium',b'70s'
任我行,陈奕迅,Eason Chan,任我行,陈奕迅,怀旧,3tQZiwKZL6xduOGDOpkfZ4,0.548,0.379,5,-11.845,1,0.032,0.773,3.67e-05,0.133,0.469,130.397,278640,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Sentimental',b'Tender / Sincere',b'Medium Tempo',b'Medium',b'60s'
远在咫尺,陈奕迅,Eason Chan,远在咫尺,陈奕迅,感动/治愈/浪漫,0Dpw1SO9QFfCvW5NLdGB2s,0.612,0.33,1,-9.293,1,0.0342,0.9,0,0.106,0.34,128.099,258467,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Sophisticated',b'Smoky / Romantic',b'Medium Tempo',b'Medium Slow',b'60s'
失忆蝴蝶,陈奕迅,Eason Chan,失忆蝴蝶,陈奕迅,伤感/怀旧,60MOpf5N3dFDIyC1hfO7jS,0.304,0.386,11,-9.643,0,0.0368,0.863,4.21e-06,0.0882,0.253,133.547,237613,3,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',,,,,
床头床尾,陈奕迅,Eason Chan,床头床尾,陈奕迅,兴奋,3GXrjbD8XEOcYSTmSw5WoO,0.45,0.236,9,-13.908,1,0.0268,0.818,0.000435,0.0888,0.401,83.852,244947,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',,,,,
阿猫阿狗,陈奕迅,Eason Chan,阿猫阿狗,陈奕迅,兴奋/怀旧,7KeN1r36D2h1tfNdFhQ5vK,0.489,0.533,3,-9.247,0,0.0267,0.253,0,0.136,0.299,172.084,229053,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Powerful / Heroic',b'Medium Tempo',b'Medium',b'80s'
在你身边,陈奕迅,Eason Chan,在你身边,陈奕迅,伤感,2VmTHwN6hBDpfvNahRzyL8,0.498,0.527,7,-7.781,1,0.032,0.0385,0,0.0909,0.221,140.117,253893,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Brooding',b'Evocative / Intriguing',b'Medium Tempo',b'Medium',b'70s'
这样的一个麻烦,陈奕迅,Eason Chan,这样的一个麻烦,陈奕迅,兴奋/清新,6xdufcov2KXJtlnu0LmZzd,0.454,0.802,5,-5.922,1,0.0376,0.0932,0,0.114,0.179,141.965,237867,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Rowdy',b'Ramshackle / Rollicking',b'Fast Tempo',b'Fast',b'140s'
多少,陈奕迅,Eason Chan,多少,陈奕迅,伤感/治愈,3UqmqLyAuUdguUcDMDooH0,0.617,0.494,9,-6.713,1,0.0292,0.385,0,0.0931,0.354,126.02,296787,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Strong / Stable',b'Medium Tempo',b'Medium Slow',b'60s'
Nothing Ever Happened,陈奕迅,Eason Chan,Nothing Ever Happened,陈奕迅,伤感,1Iho36xZ7IuhY2s6femr67,0.64,0.325,5,-12.042,1,0.0322,0.347,0.0069,0.137,0.315,133.864,196333,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Very Slow',b'30s'
你为什么哭了呢,陈奕迅,Eason Chan,你为什么哭了呢,陈奕迅,孤独,0203SkbljlO3pwgmYBdVIh,0.648,0.807,1,-6.089,0,0.038,0.321,0,0.0951,0.764,140.005,289387,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Upbeat',b'Carefree Pop',b'Fast Tempo',b'Fast',b'140s'
